CustomerID,Age,Gender,Segment,NPS,account_age_days,age_group,nps_category,total_purchase_value,total_frequency,product_diversity,Plan,subscription_duration_days,subscription_age_days,is_active,last_interaction_date,total_interactions,total_late_payments,payment_count,late_payment_rate,payment_risk_score,PageViews,TimeSpent(minutes),engagement_ratio,engagement_intensity,total_actions,add_to_cart_count,search_count,click_count,unique_pages,cart_conversion_rate,search_intensity,page_diversity,Logins,frequency_score,engagement_score,avg_rating,avg_comment_length,sentiment_score,is_negative,is_positive,emails_sent,emails_opened,emails_clicked,open_rate,click_rate,click_through_rate,marketing_engagement,ChurnLabel,Recency,Frequency,Monetary,r_score,f_score,m_score,rfm_score,rfm_segment,Gender_Female,Gender_Male,Segment_Segment A,Segment_Segment B,Segment_Segment C,nps_category_Detractor,nps_category_Passive,nps_category_Promoter,days_since_last_interaction
2476,28,Female,Segment A,8,1329,0,Passive,951.83,1,1,2816.218536977492,262,707,0,2022-12-24,4,9,3,2.25,20.25,35,36,1.0,1260,26,8,6,12,10,0.2962962962962963,0.2222222222222222,0.37037037037037035,23,4,92,3.0,115.0,0.6,0,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,0,6,23,951.83,5,1,1,7,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6
2477,54,Female,Segment C,2,52,2,Detractor,4557.71,43,8,2689.6225463743676,200,279,0,2022-08-19,8,102,3,25.5,2601.0,85,23,0.26744186046511625,1955,25,9,8,8,13,0.34615384615384615,0.3076923076923077,0.5,1,4,4,5.0,54.0,1.0,0,1,9,9,9,0.9,0.9,0.9,0.81,1,133,43,4557.71,2,1,5,8,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,133
2478,62,Male,Segment B,3,492,2,Detractor,72.41,7,1,2714.759176470588,400,1180,0,2022-12-05,47,77,3,19.25,1482.25,36,2,0.05405405405405406,72,46,19,15,12,13,0.40425531914893614,0.3191489361702128,0.2765957446808511,24,30,720,3.0,114.0,0.6,0,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,25,168,72.41,4,2,1,7,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,25
2479,24,Male,Segment A,4,305,3,Detractor,2061.14,26,5,2832.731828298887,739,935,0,2021-10-20,2,12,3,3.0,36.0,48,39,0.7959183673469388,1872,40,17,14,9,14,0.4146341463414634,0.34146341463414637,0.34146341463414637,21,1,21,1.0,35.0,0.2,1,0,7,7,7,0.875,0.875,0.875,0.765625,0,436,546,2061.14,1,4,2,7,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,436
2480,30,Female,Segment B,3,1289,0,Detractor,1679.7199999999998,9,2,2859.17713622291,7,167,0,2022-11-14,50,23,3,5.75,132.25,96,8,0.08247422680412371,768,23,6,8,9,11,0.25,0.3333333333333333,0.4583333333333333,19,1,19,2.0,76.0,0.4,1,0,1,1,1,0.5,0.5,0.5,0.25,1,46,171,1679.7199999999998,3,2,2,7,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46
2481,27,Female,Segment A,2,198,0,Detractor,72.83,1,1,2648.6417537942666,259,1411,0,2022-10-12,12,12,3,3.0,36.0,90,60,0.6593406593406593,5400,13,3,5,5,5,0.21428571428571427,0.35714285714285715,0.35714285714285715,5,4,20,4.0,112.0,0.8,0,1,8,8,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7901234567901234,0,79,5,72.83,3,1,1,5,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79
2482,24,Male,Segment A,1,1402,3,Detractor,5013.07,56,9,2714.759176470588,249,481,0,2022-02-25,13,7,3,1.75,12.25,24,59,2.36,1416,19,5,8,6,10,0.25,0.4,0.5,17,1,17,2.0,41.0,0.4,1,0,1,1,1,0.5,0.5,0.5,0.25,0,308,952,5013.07,1,5,5,11,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,308
2483,41,Female,Segment C,2,467,1,Detractor,5857.06,60,10,2722.5928129829986,98,961,0,2022-10-06,12,4,3,1.0,4.0,33,60,1.7647058823529411,1980,5,1,1,3,4,0.16666666666666666,0.16666666666666666,0.6666666666666666,23,1,23,4.0,138.0,0.8,0,1,4,4,4,0.8,0.8,0.8,0.6400000000000001,0,85,1380,5857.06,3,5,5,13,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85
2484,30,Female,Segment B,2,258,0,Detractor,3483.65,51,10,2648.6417537942666,33,57,0,2021-02-21,4,67,3,16.75,1122.25,5,28,4.666666666666667,140,6,1,2,3,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,1,30,30,4.0,104.0,0.8,0,1,8,8,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7901234567901234,1,677,51,3483.65,1,1,4,6,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,677
2485,53,Male,Segment C,2,597,2,Detractor,1217.04,19,4,2689.6225463743676,900,1019,0,2022-12-30,16,6,3,1.5,9.0,79,93,1.1625,7347,19,6,8,5,8,0.3,0.4,0.4,29,30,870,5.0,129.0,1.0,0,1,9,9,9,0.9,0.9,0.9,0.81,0,0,551,1217.04,5,4,2,11,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2486,43,Female,Segment B,8,200,1,Passive,2770.49,28,5,2828.649426229508,47,457,0,2022-09-23,3,7,3,1.75,12.25,27,51,1.8214285714285714,1377,42,9,12,21,12,0.20930232558139536,0.27906976744186046,0.27906976744186046,29,30,870,3.0,123.0,0.6,0,0,1,1,1,0.5,0.5,0.5,0.25,0,98,812,2770.49,2,5,3,10,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,98
2487,22,Female,Segment A,0,461,3,Detractor,435.31,10,1,2816.218536977492,187,1285,0,2022-07-27,16,10,3,2.5,25.0,63,34,0.53125,2142,18,5,5,8,10,0.2631578947368421,0.2631578947368421,0.5263157894736842,7,30,210,2.0,93.0,0.4,1,0,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,156,70,435.31,2,1,1,4,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,156
2488,27,Female,Segment A,1,352,0,Detractor,3175.55,41,7,2905.6960032626425,20,190,0,2022-04-09,12,13,3,3.25,42.25,31,21,0.65625,651,20,6,9,5,11,0.2857142857142857,0.42857142857142855,0.5238095238095238,17,1,17,5.0,58.0,1.0,0,1,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,265,697,3175.55,1,4,3,8,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,265
2489,19,Male,Segment B,2,843,3,Detractor,3980.41,55,7,2905.6960032626425,731,872,0,2022-11-07,46,80,3,20.0,1600.0,2,31,10.333333333333334,62,34,11,12,11,11,0.3142857142857143,0.34285714285714286,0.3142857142857143,3,30,90,2.0,65.0,0.4,1,0,9,9,9,0.9,0.9,0.9,0.81,1,53,165,3980.41,3,2,4,9,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,53
2490,51,Female,Segment A,3,65,2,Detractor,554.57,12,3,2850.765112903226,423,585,0,2022-12-17,18,7,3,1.75,12.25,70,36,0.5070422535211268,2520,3,1,2,0,3,0.25,0.5,0.75,27,30,810,3.0,95.0,0.6,0,0,9,9,9,0.9,0.9,0.9,0.81,1,13,324,554.57,5,3,1,9,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13
2491,22,Male,Segment B,7,692,3,Passive,6106.4800000000005,48,10,2859.7781433224754,1188,1353,0,2022-12-27,13,3,3,0.75,2.25,3,37,9.25,111,30,10,9,11,13,0.3225806451612903,0.2903225806451613,0.41935483870967744,18,30,540,2.0,133.0,0.4,1,0,3,3,3,0.75,0.75,0.75,0.5625,0,3,864,6106.4800000000005,5,5,5,15,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3
2492,26,Female,Segment A,2,838,0,Detractor,2404.8199999999997,31,5,2648.6417537942666,884,1429,0,2022-05-31,5,71,3,17.75,1260.25,10,22,2.0,220,5,0,4,1,4,0.0,0.6666666666666666,0.6666666666666666,25,1,25,3.0,66.0,0.6,0,0,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,1,213,775,2404.8199999999997,1,4,3,8,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,213
2493,54,Male,Segment A,1,972,2,Detractor,2675.61,18,4,2722.5928129829986,489,1153,0,2022-03-26,2,6,3,1.5,9.0,70,38,0.5352112676056338,2660,46,15,14,17,13,0.3191489361702128,0.2978723404255319,0.2765957446808511,25,30,750,2.0,130.0,0.4,1,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,279,450,2675.61,1,3,3,7,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,279
2494,34,Male,Segment A,1,908,0,Detractor,888.53,14,2,2664.971951219512,270,283,0,2022-12-19,58,51,3,12.75,650.25,14,27,1.8,378,49,13,18,18,13,0.26,0.36,0.26,30,1,30,5.0,132.0,1.0,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,11,420,888.53,5,3,1,9,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,11
2495,24,Female,Segment A,0,607,3,Detractor,4537.09,63,9,2718.572922824302,600,1368,0,2022-12-09,15,3,3,0.75,2.25,72,65,0.8904109589041096,4680,26,10,10,6,14,0.37037037037037035,0.37037037037037035,0.5185185185185185,28,4,112,3.0,160.0,0.6,0,0,1,1,1,0.5,0.5,0.5,0.25,0,21,1764,4537.09,4,5,5,14,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21
2496,65,Female,Segment A,0,1283,2,Detractor,2387.29,19,5,2723.1385667752443,1043,1201,0,2022-03-23,16,12,3,3.0,36.0,2,96,32.0,192,40,11,16,13,13,0.2682926829268293,0.3902439024390244,0.3170731707317073,10,1,10,3.0,132.0,0.6,0,0,3,3,3,0.75,0.75,0.75,0.5625,0,282,190,2387.29,1,2,3,6,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,282
2497,46,Male,Segment A,5,366,1,Detractor,3059.9,11,4,2905.6960032626425,558,1390,0,2021-06-27,8,9,3,2.25,20.25,28,99,3.413793103448276,2772,49,15,19,15,14,0.3,0.38,0.28,26,4,104,1.0,101.0,0.2,1,0,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,551,286,3059.9,1,3,3,7,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,551
2498,59,Male,Segment A,8,1033,2,Passive,2981.78,36,7,2648.6417537942666,148,251,0,2022-08-14,7,6,3,1.5,9.0,29,1,0.03333333333333333,29,8,3,3,2,7,0.3333333333333333,0.3333333333333333,0.7777777777777778,29,4,116,5.0,74.0,1.0,0,1,9,9,9,0.9,0.9,0.9,0.81,0,138,1044,2981.78,2,5,3,10,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,138
2499,60,Female,Segment B,0,457,2,Detractor,3320.65,54,9,2648.6417537942666,417,764,0,2022-09-19,10,10,3,2.5,25.0,41,65,1.5476190476190477,2665,8,2,5,1,6,0.2222222222222222,0.5555555555555556,0.6666666666666666,8,4,32,3.0,122.0,0.6,0,0,9,9,9,0.9,0.9,0.9,0.81,0,102,432,3320.65,2,3,4,9,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,102
2500,28,Female,Segment A,9,1271,0,Promoter,947.93,24,3,2722.5928129829986,66,532,0,2022-03-22,7,8,3,2.0,16.0,72,63,0.863013698630137,4536,33,15,13,5,13,0.4411764705882353,0.38235294117647056,0.38235294117647056,7,4,28,1.0,123.0,0.2,1,0,1,1,1,0.5,0.5,0.5,0.25,0,283,168,947.93,1,2,1,4,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,283
2501,54,Female,Segment A,1,975,2,Detractor,2361.34,22,6,2761.3344992295843,3,134,0,2022-08-26,13,63,3,15.75,992.25,52,22,0.41509433962264153,1144,23,4,7,12,12,0.16666666666666666,0.2916666666666667,0.5,29,1,29,3.0,53.0,0.6,0,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,126,638,2361.34,2,4,3,9,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,126
2502,55,Female,Segment B,9,1423,2,Promoter,5108.6,73,10,2859.17713622291,23,162,0,2022-06-02,11,9,3,2.25,20.25,65,22,0.3333333333333333,1430,22,11,8,3,12,0.4782608695652174,0.34782608695652173,0.5217391304347826,1,4,4,1.0,109.0,0.2,1,0,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,211,73,5108.6,1,1,5,7,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,211
2503,53,Male,Segment B,9,1057,2,Promoter,3555.85,37,6,2714.759176470588,204,1458,0,2022-12-24,9,10,3,2.5,25.0,19,58,2.9,1102,27,7,9,11,11,0.25,0.32142857142857145,0.39285714285714285,20,1,20,4.0,119.0,0.8,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,6,740,3555.85,5,4,4,13,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6
2504,58,Male,Segment A,3,122,2,Detractor,2705.92,44,8,2859.17713622291,100,320,0,2021-01-21,3,83,3,20.75,1722.25,25,16,0.6153846153846154,400,24,5,9,10,12,0.2,0.36,0.48,19,1,19,1.0,65.0,0.2,1,0,3,3,3,0.75,0.75,0.75,0.5625,1,708,836,2705.92,1,5,3,9,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,708
2505,23,Female,Segment B,6,620,3,Detractor,2089.7,29,4,2723.1385667752443,436,609,0,2022-11-07,13,4,3,1.0,4.0,30,53,1.7096774193548387,1590,3,1,0,2,2,0.25,0.0,0.5,17,30,510,5.0,95.0,1.0,0,1,7,7,7,0.875,0.875,0.875,0.765625,0,53,493,2089.7,3,4,2,9,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53
2506,48,Male,Segment B,2,1207,1,Detractor,3368.15,27,7,2718.572922824302,120,1096,0,2022-07-03,8,51,3,12.75,650.25,39,24,0.6,936,47,12,18,17,12,0.25,0.375,0.25,5,30,150,3.0,57.0,0.6,0,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,180,135,3368.15,2,2,4,8,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,180
2507,46,Male,Segment B,1,1221,1,Detractor,4281.17,63,9,2664.971951219512,134,330,0,2022-09-21,10,8,3,2.0,16.0,58,76,1.2881355932203389,4408,50,13,22,15,14,0.2549019607843137,0.43137254901960786,0.27450980392156865,28,4,112,5.0,112.0,1.0,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,100,1764,4281.17,2,5,4,11,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,100
2508,39,Female,Segment A,8,323,1,Passive,3733.3900000000003,42,7,2760.524358974359,266,435,0,2022-07-16,18,5,3,1.25,6.25,19,58,2.9,1102,30,8,6,16,13,0.25806451612903225,0.1935483870967742,0.41935483870967744,17,30,510,4.0,164.0,0.8,0,1,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,167,714,3733.3900000000003,2,4,4,10,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,167
2509,46,Female,Segment A,1,900,1,Detractor,1106.42,15,4,2722.5928129829986,126,171,0,2022-12-17,34,46,3,11.5,529.0,67,7,0.10294117647058823,469,15,7,5,3,9,0.4375,0.3125,0.5625,30,4,120,4.0,88.0,0.8,0,1,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,13,450,1106.42,5,3,1,9,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13
2510,42,Female,Segment A,7,1444,1,Passive,2500.4,38,5,2790.271692073171,916,1034,0,2022-10-13,6,8,3,2.0,16.0,1,51,25.5,51,22,8,7,7,10,0.34782608695652173,0.30434782608695654,0.43478260869565216,30,1,30,3.0,24.0,0.6,0,0,1,1,1,0.5,0.5,0.5,0.25,0,78,1140,2500.4,3,5,3,11,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,78
2511,28,Male,Segment B,0,421,0,Detractor,3404.67,42,7,2905.6960032626425,103,1274,0,2022-10-01,6,54,3,13.5,729.0,99,25,0.25,2475,21,9,5,7,9,0.4090909090909091,0.22727272727272727,0.4090909090909091,20,4,80,2.0,103.0,0.4,1,0,1,1,1,0.5,0.5,0.5,0.25,1,90,840,3404.67,3,5,4,12,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,90
2512,55,Male,Segment C,1,162,2,Detractor,1256.78,13,2,2790.271692073171,154,669,0,2022-12-01,46,65,3,16.25,1056.25,100,1,0.009900990099009901,100,4,2,0,2,3,0.4,0.0,0.6,4,1,4,2.0,27.0,0.4,1,0,8,8,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7901234567901234,1,29,52,1256.78,4,1,2,7,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,29
2513,49,Female,Segment C,3,57,1,Detractor,835.87,9,1,2664.971951219512,117,555,0,2022-01-08,13,4,3,1.0,4.0,21,60,2.727272727272727,1260,5,2,2,1,5,0.3333333333333333,0.3333333333333333,0.8333333333333334,24,30,720,4.0,107.0,0.8,0,1,1,1,1,0.5,0.5,0.5,0.25,0,356,216,835.87,1,2,1,4,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,356
2514,28,Female,Segment A,2,355,0,Detractor,5024.42,45,9,2714.759176470588,827,1134,0,2021-10-06,3,74,3,18.5,1369.0,55,3,0.05357142857142857,165,21,6,9,6,11,0.2727272727272727,0.4090909090909091,0.5,2,1,2,4.0,66.0,0.8,0,1,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,1,450,90,5024.42,1,1,5,7,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,450
2515,20,Female,Segment B,0,1331,3,Detractor,54.27,3,1,2761.3344992295843,771,1336,0,2022-10-18,8,13,3,3.25,42.25,21,42,1.9090909090909092,882,12,4,5,3,10,0.3076923076923077,0.38461538461538464,0.7692307692307693,2,30,60,1.0,124.0,0.2,1,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,73,6,54.27,3,1,1,5,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,73
2516,36,Female,Segment B,3,1110,1,Detractor,524.4200000000001,10,2,2828.649426229508,448,1369,0,2022-12-28,53,78,3,19.5,1521.0,18,23,1.2105263157894737,414,23,6,8,9,14,0.25,0.3333333333333333,0.5833333333333334,14,30,420,5.0,65.0,1.0,0,1,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,1,2,140,524.4200000000001,5,2,1,8,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2517,61,Female,Segment B,7,1344,2,Passive,5178.0199999999995,29,7,2664.971951219512,6,139,0,2022-06-29,6,12,3,3.0,36.0,7,103,12.875,721,39,10,12,17,12,0.25,0.3,0.3,1,30,30,2.0,26.0,0.4,1,0,3,3,3,0.75,0.75,0.75,0.5625,0,184,29,5178.0199999999995,2,1,5,8,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,184
2518,58,Female,Segment C,0,639,2,Detractor,3336.37,55,7,2905.6960032626425,232,278,0,2022-05-24,12,9,3,2.25,20.25,22,90,3.9130434782608696,1980,20,6,6,8,11,0.2857142857142857,0.2857142857142857,0.5238095238095238,13,1,13,3.0,97.0,0.6,0,0,7,7,7,0.875,0.875,0.875,0.765625,0,220,715,3336.37,1,4,4,9,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,220
2519,59,Male,Segment C,3,547,2,Detractor,1531.51,23,5,2761.3344992295843,81,291,0,2022-11-17,57,61,3,15.25,930.25,76,19,0.24675324675324675,1444,40,12,12,16,13,0.2926829268292683,0.2926829268292683,0.3170731707317073,29,1,29,1.0,104.0,0.2,1,0,3,3,3,0.75,0.75,0.75,0.5625,1,43,667,1531.51,4,4,2,10,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,43
2520,28,Male,Segment B,3,834,0,Detractor,3220.18,37,6,2689.6225463743676,451,1265,0,2022-11-09,10,37,3,9.25,342.25,67,31,0.45588235294117646,2077,43,17,12,14,14,0.38636363636363635,0.2727272727272727,0.3181818181818182,4,30,120,4.0,76.0,0.8,0,1,7,7,7,0.875,0.875,0.875,0.765625,1,51,148,3220.18,3,2,4,9,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,51
2521,68,Male,Segment A,0,912,2,Detractor,3943.71,43,9,2689.6225463743676,123,142,0,2022-10-20,6,9,3,2.25,20.25,47,75,1.5625,3525,20,7,10,3,11,0.3333333333333333,0.47619047619047616,0.5238095238095238,23,4,92,5.0,66.0,1.0,0,1,9,9,9,0.9,0.9,0.9,0.81,0,71,989,3943.71,3,5,4,12,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,71
2522,26,Female,Segment A,9,1252,0,Promoter,2880.55,47,7,2720.9656097560974,45,97,0,2022-08-22,3,7,3,1.75,12.25,87,35,0.3977272727272727,3045,20,7,5,8,11,0.3333333333333333,0.23809523809523808,0.5238095238095238,18,30,540,3.0,47.0,0.6,0,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,130,846,2880.55,2,5,3,10,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,130
2523,42,Male,Segment B,0,1274,1,Detractor,1555.55,10,3,2905.6960032626425,685,1106,0,2022-09-27,11,54,3,13.5,729.0,86,28,0.3218390804597701,2408,46,17,16,13,13,0.3617021276595745,0.3404255319148936,0.2765957446808511,24,1,24,3.0,38.0,0.6,0,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,94,240,1555.55,2,2,2,6,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,94
2524,62,Female,Segment C,6,1177,2,Detractor,5166.29,52,9,2832.731828298887,79,94,0,2022-11-01,16,10,3,2.5,25.0,2,79,26.333333333333332,158,44,13,20,11,13,0.28888888888888886,0.4444444444444444,0.28888888888888886,26,1,26,2.0,107.0,0.4,1,0,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,59,1352,5166.29,3,5,5,13,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59
2525,46,Female,Segment A,3,731,1,Detractor,3945.46,37,7,2859.7781433224754,349,878,0,2022-11-27,13,5,3,1.25,6.25,14,5,0.3333333333333333,70,37,17,11,9,12,0.4473684210526316,0.2894736842105263,0.3157894736842105,4,4,16,1.0,111.0,0.2,1,0,9,9,9,0.9,0.9,0.9,0.81,0,33,148,3945.46,4,2,4,10,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33
2526,32,Female,Segment C,2,1170,0,Detractor,1491.42,22,3,2761.3344992295843,961,969,0,2022-10-18,24,56,3,14.0,784.0,87,7,0.07954545454545454,609,15,3,10,2,9,0.1875,0.625,0.5625,10,30,300,5.0,128.0,1.0,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,73,220,1491.42,3,2,2,7,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,73
2527,34,Female,Segment A,5,210,0,Detractor,5778.12,51,8,2824.68776096823,51,771,0,2022-07-29,17,9,3,2.25,20.25,96,26,0.26804123711340205,2496,1,1,0,0,1,0.5,0.0,0.5,18,4,72,5.0,95.0,1.0,0,1,4,4,4,0.8,0.8,0.8,0.6400000000000001,0,154,918,5778.12,2,5,5,12,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,154
2528,49,Male,Segment A,1,781,1,Detractor,3758.9,42,10,2722.5928129829986,191,1326,0,2022-09-30,22,42,3,10.5,441.0,77,8,0.10256410256410256,616,38,18,12,8,14,0.46153846153846156,0.3076923076923077,0.358974358974359,12,4,48,4.0,54.0,0.8,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,1,91,504,3758.9,3,4,4,11,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,91
2529,40,Male,Segment B,7,949,1,Passive,3189.04,47,7,2723.1385667752443,322,451,0,2022-05-03,2,7,3,1.75,12.25,37,67,1.763157894736842,2479,22,6,6,10,10,0.2608695652173913,0.2608695652173913,0.43478260869565216,4,4,16,1.0,126.0,0.2,1,0,3,3,3,0.75,0.75,0.75,0.5625,0,241,188,3189.04,1,2,3,6,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,241
2530,47,Female,Segment B,3,1196,1,Detractor,5671.5599999999995,45,8,2718.572922824302,656,1445,0,2022-08-03,6,9,3,2.25,20.25,51,54,1.0384615384615385,2754,47,20,15,12,14,0.4166666666666667,0.3125,0.2916666666666667,28,30,840,3.0,100.0,0.6,0,0,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,149,1260,5671.5599999999995,2,5,5,12,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,149
2531,39,Female,Segment B,2,1059,1,Detractor,2103.49,36,5,2905.6960032626425,246,293,0,2022-10-05,25,54,3,13.5,729.0,8,6,0.6666666666666666,48,1,0,0,1,1,0.0,0.0,0.5,12,1,12,5.0,133.0,1.0,0,1,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,1,86,432,2103.49,3,3,2,8,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86
2532,21,Female,Segment B,1,53,3,Detractor,2627.58,48,8,2816.218536977492,868,918,0,2022-05-23,35,79,3,19.75,1560.25,75,9,0.11842105263157894,675,33,14,11,8,14,0.4117647058823529,0.3235294117647059,0.4117647058823529,11,30,330,2.0,67.0,0.4,1,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,1,221,528,2627.58,1,4,3,8,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,221
2533,52,Male,Segment B,3,367,2,Detractor,708.19,7,1,2664.971951219512,249,1394,0,2022-09-22,11,73,3,18.25,1332.25,44,9,0.2,396,36,10,13,13,13,0.2702702702702703,0.35135135135135137,0.35135135135135137,19,1,19,3.0,83.0,0.6,0,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,99,133,708.19,2,2,1,5,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,99
2534,24,Female,Segment A,1,1036,3,Detractor,1218.69,12,3,2816.218536977492,21,373,0,2022-11-20,56,63,3,15.75,992.25,27,26,0.9285714285714286,702,24,2,14,8,13,0.08,0.56,0.52,16,4,64,2.0,92.0,0.4,1,0,9,9,9,0.9,0.9,0.9,0.81,1,40,192,1218.69,4,2,2,8,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,40
2535,24,Female,Segment C,0,353,3,Detractor,1868.09,29,4,2790.271692073171,151,1375,0,2022-11-27,38,52,3,13.0,676.0,31,2,0.0625,62,28,8,10,10,12,0.27586206896551724,0.3448275862068966,0.41379310344827586,26,1,26,4.0,79.0,0.8,0,1,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,1,33,754,1868.09,4,4,2,10,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33
